AÑO,MUNICIPIO,DEPARTAMENTO,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,DESERCIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,Causas
2018,Chachagüí,Nariño,2726,76.48,2.56,0.89,3.91,3.58,Enfermedad
2018,Cumbitara,Nariño,1132,34.83,1.45,0.86,2.56,1.14,Enfermedad
2018,Cumbal,Nariño,6919,69.19,0.55,0.45,0.67,0.74,Enfermedad
2018,Cuaspud,Nariño,1699,57.89,0.49,0.18,0.23,2.0,Enfermedad
2018,Córdoba,Nariño,2935,97.47,0.94,0.0,1.74,1.38,Enfermedad
2018,Contadero,Nariño,1262,45.21,0.25,0.26,0.4,0.0,Enfermedad
2018,Consaca,Nariño,2225,86.98,0.44,0.3,0.63,0.47,Enfermedad
2018,Colón,Nariño,1401,63.0,1.97,0.33,4.04,2.51,Enfermedad
2018,Buesaco,Nariño,4268,65.19,0.36,0.29,0.67,0.0,Enfermedad
2018,Belén,Nariño,958,69.78,1.83,0.26,3.91,0.77,Enfermedad
2018,Barbacoas,Nariño,15544,83.14,3.09,0.88,6.91,7.55,Enfermedad
2018,Arboleda,Nariño,1504,88.22,2.83,0.6,5.31,2.05,Enfermedad
2018,Ancuyá,Nariño,1216,88.17,0.34,0.49,0.0,0.48,Enfermedad
2018,Aldana,Nariño,1265,137.65,1.72,1.0,2.31,1.54,Enfermedad
2018,Albán,Nariño,1571,29.43,1.2,0.37,2.05,0.86,Enfermedad
2018,Pasto,Nariño,62206,80.15,1.66,0.75,2.68,1.6,Enfermedad
2018,Vistahermosa,Meta,4210,62.65,7.2,5.91,9.93,5.74,Enfermedad
2018,San Martín,Meta,6008,88.66,7.44,4.13,11.36,6.86,Enfermedad
2018,San Juanito,Meta,314,64.86,2.17,2.52,2.46,0.0,Enfermedad
2018,San Juan de Arama,Meta,1999,66.06,8.64,7.92,9.0,7.6,Enfermedad
2018,San Carlos de Guaroa,Meta,2939,101.2,6.59,5.98,7.79,5.2,Enfermedad
2018,Restrepo,Meta,3681,172.23,3.75,3.03,4.69,1.84,Enfermedad
2018,Puerto Rico,Meta,2983,51.82,4.68,3.7,4.9,5.83,Enfermedad
2018,Puerto Lleras,Meta,2537,70.77,1.56,0.97,2.82,1.1,Enfermedad
2018,Puerto López,Meta,7073,94.74,5.02,4.51,6.77,2.4,Enfermedad
2018,Puerto Gaitán,Meta,10984,175.86,2.97,2.3,4.72,1.88,Enfermedad
2018,Puerto Concordia,Meta,2206,38.33,4.08,3.89,3.97,2.34,Enfermedad
2018,Lejanías,Meta,2599,107.29,5.76,2.88,9.88,6.16,Enfermedad
2018,Uribe,Meta,2392,48.36,6.11,5.52,7.32,4.29,Enfermedad
2018,La Macarena,Meta,7222,43.21,6.71,6.74,6.73,4.87,Enfermedad
2018,Mesetas,Meta,2567,72.16,4.52,3.09,7.55,5.76,Enfermedad
2018,Mapiripán,Meta,1972,38.9,8.17,6.69,12.76,15.52,Enfermedad
2018,Guamal,Meta,2893,139.02,3.84,4.93,3.31,1.32,Enfermedad
2018,Granada,Meta,15349,105.94,5.01,4.69,6.3,2.51,Enfermedad
2018,Fuente de Oro,Meta,2727,79.92,5.45,4.24,7.58,4.23,Enfermedad
2018,El Dorado,Meta,931,95.82,3.69,2.19,5.18,3.85,Enfermedad
2018,El Castillo,Meta,1864,119.47,5.13,4.74,6.55,2.78,Enfermedad
2018,El Calvario,Meta,492,85.9,7.23,4.02,12.5,1.41,Enfermedad
2018,Cumaral,Meta,4955,104.76,5.15,3.14,8.13,4.65,Enfermedad
2018,Cubarral,Meta,1478,92.79,4.1,2.34,5.2,4.55,Enfermedad
2018,Castilla la Nueva,Meta,3173,120.58,2.61,2.31,3.74,0.67,Enfermedad
2018,Cabuyaro,Meta,1376,122.45,8.1,4.39,12.95,17.07,Enfermedad
2018,Barranca de Upía,Meta,1653,141.02,1.99,1.95,2.24,1.11,Enfermedad
2018,Acacías,Meta,17360,108.25,4.74,3.16,7.05,4.1,Enfermedad
2018,Villavicencio,Meta,102770,90.51,3.82,2.89,4.5,3.3,Enfermedad
2018,Zona Bananera,Magdalena,17777,101.65,2.76,3.0,2.07,4.16,Enfermedad
2018,Zapayán,Magdalena,2431,98.14,0.47,0.42,0.29,1.67,Enfermedad
2018,Tenerife,Magdalena,3333,105.4,2.21,2.62,1.42,1.51,Enfermedad
2018,Sitionuevo,Magdalena,6725,69.63,4.87,4.69,5.22,3.91,Enfermedad
2018,Santa Bárbara de Pinto,Magdalena,2650,66.6,1.77,1.12,1.88,5.26,Enfermedad
2018,Santa Ana,Magdalena,6486,77.9,2.19,1.93,3.0,2.1,Enfermedad
2018,San Zenón,Magdalena,3137,127.14,2.67,2.24,2.37,1.05,Enfermedad
2018,San Sebastián de Buenavista,Magdalena,4921,117.8,1.34,0.82,1.88,1.54,Enfermedad
2018,Salamina,Magdalena,2271,131.53,6.33,5.02,7.25,3.8,Enfermedad
2018,Sabanas de San Angel,Magdalena,4219,84.88,1.15,0.95,1.75,1.25,Enfermedad
2018,Remolino,Magdalena,2531,77.27,2.48,1.76,4.9,1.69,Enfermedad
2018,Puebloviejo,Magdalena,7485,65.05,2.57,1.91,3.26,3.29,Enfermedad
2018,Plato,Magdalena,15483,91.0,3.17,3.42,3.29,1.74,Enfermedad
2018,Pivijay,Magdalena,8573,112.74,4.78,5.92,3.51,4.93,Enfermedad
2018,Pijiño del Carmen,Magdalena,3318,74.91,4.46,4.04,5.17,6.02,Enfermedad
2018,Pedraza,Magdalena,2185,107.44,0.54,0.47,0.54,0.93,Enfermedad
2018,Nueva Granada,Magdalena,5285,102.19,3.86,3.49,5.58,2.0,Enfermedad
2018,Guamal,Magdalena,6534,96.78,2.85,1.89,4.69,1.98,Enfermedad
2018,Fundación,Magdalena,17215,114.42,3.87,3.91,3.92,1.91,Enfermedad
2018,El Retén,Magdalena,5364,99.53,1.05,0.72,1.11,1.41,Enfermedad
2018,El Piñon,Magdalena,5025,94.8,3.8,1.83,6.48,2.86,Enfermedad
2018,El Banco,Magdalena,16557,111.96,2.44,1.9,2.52,2.42,Enfermedad
2018,Concordia,Magdalena,2280,128.36,1.13,1.2,0.99,1.43,Enfermedad
2018,Ciénaga,Magdalena,28793,104.64,4.02,3.18,5.14,4.02,Enfermedad
2018,Chibolo,Magdalena,5559,108.9,3.91,2.36,6.2,6.22,Enfermedad
2018,Cerro San Antonio,Magdalena,2287,103.9,5.73,5.09,7.33,1.72,Enfermedad
2018,Ariguaní,Magdalena,7620,96.56,1.12,1.32,1.13,0.4,Enfermedad
2018,Aracataca,Magdalena,10430,79.01,4.63,3.19,4.7,7.45,Enfermedad
2018,Algarrobo,Magdalena,4284,106.54,1.4,1.37,1.59,1.41,Enfermedad
2018,Santa Marta,Magdalena,106894,91.84,3.77,3.51,4.18,2.87,Enfermedad
2018,Villanueva,La Guajira,6851,94.37,2.95,2.68,3.95,1.15,Enfermedad
2018,Urumita,La Guajira,2513,46.3,2.48,2.15,2.43,1.57,Enfermedad
2018,Uribia,La Guajira,45639,69.51,2.88,2.37,4.57,1.71,Enfermedad
2018,San Juan del Cesar,La Guajira,10792,113.56,2.34,2.3,2.32,0.94,Enfermedad
2018,Manaure,La Guajira,26253,79.34,3.27,2.64,4.53,2.2,Enfermedad
2018,Maicao,La Guajira,46533,96.83,1.83,1.66,2.36,1.58,Enfermedad
2018,La Jagua del Pilar,La Guajira,929,92.61,1.15,0.26,2.69,1.61,Enfermedad
2018,Hatonuevo,La Guajira,5377,59.63,2.16,1.74,2.86,1.06,Enfermedad
2018,Fonseca,La Guajira,10673,120.56,3.59,1.52,3.26,2.04,Enfermedad
2018,El Molino,La Guajira,1552,72.87,4.36,2.83,5.41,3.06,Enfermedad
2018,Distracción,La Guajira,3152,55.62,3.66,3.61,3.12,1.5,Enfermedad
2018,Dibulla,La Guajira,10729,71.66,3.09,3.14,3.99,0.91,Enfermedad
2018,Barrancas,La Guajira,9177,67.92,1.75,1.36,2.71,0.66,Enfermedad
2018,Albania,La Guajira,8075,97.98,3.29,4.15,2.55,0.84,Enfermedad
2018,Riohacha,La Guajira,49746,66.57,3.16,3.13,3.45,2.03,Enfermedad
2018,Yaguará,Huila,1501,72.24,2.95,1.75,4.84,1.12,Enfermedad
2018,Villavieja,Huila,1351,66.5,2.66,2.45,2.01,1.79,Enfermedad
2018,Timaná,Huila,4817,86.01,3.57,1.98,6.18,1.96,Enfermedad
2018,Teruel,Huila,1778,73.4,5.16,3.24,8.06,4.96,Enfermedad
2018,Tello,Huila,2713,62.38,3.67,1.77,6.41,3.7,Enfermedad
2018,Tesalia,Huila,2379,96.0,2.54,1.61,4.45,1.51,Enfermedad
2018,Tarqui,Huila,4258,83.01,2.75,1.43,4.49,3.19,Enfermedad
2018,Policarpa,Nariño,1948,57.33,0.3,0.41,0.13,0.48,Enfermedad
2018,Suaza,Huila,5207,93.14,2.53,2.18,3.04,2.58,Enfermedad
2018,Santa María,Huila,2444,76.96,3.24,1.03,5.41,4.66,Enfermedad
2018,San Agustín,Huila,6971,82.96,2.35,1.11,4.06,2.95,Enfermedad
2018,Saladoblanco,Huila,2714,80.71,5.23,2.5,11.62,3.54,Enfermedad
2018,Rivera,Huila,4802,115.21,3.17,2.0,4.22,3.62,Enfermedad
2018,Pitalito,Huila,28071,93.44,5.01,3.47,7.52,4.52,Enfermedad
2018,Pital,Huila,3423,99.71,2.7,1.69,4.79,1.61,Enfermedad
2018,Palestina,Huila,2574,87.32,4.7,2.88,6.29,7.5,Enfermedad
2018,Palermo,Huila,5501,77.31,4.52,3.28,6.7,3.3,Enfermedad
2018,Paicol,Huila,1549,86.88,4.3,2.41,6.54,5.93,Enfermedad
2018,Oporapa,Huila,3119,63.15,1.85,1.03,4.23,0.66,Enfermedad
2018,Nátaga,Huila,1623,95.56,2.34,1.8,2.27,1.16,Enfermedad
2018,La Plata,Huila,14995,82.54,3.2,1.79,5.16,3.43,Enfermedad
2018,La Argentina,Huila,3175,79.51,5.28,2.76,8.86,6.39,Enfermedad
2018,Isnos,Huila,5615,81.78,3.85,1.3,7.85,3.9,Enfermedad
2018,Iquira,Huila,2231,78.03,4.7,3.1,7.68,3.92,Enfermedad
2018,Hobo,Huila,1693,90.5,11.0,9.58,14.98,9.38,Enfermedad
2018,Guadalupe,Huila,4304,70.24,3.15,2.53,3.34,7.04,Enfermedad
2018,Gigante,Huila,5486,66.45,4.89,2.75,7.54,3.87,Enfermedad
2018,Garzón,Huila,16590,67.22,4.56,3.17,7.06,2.7,Enfermedad
2018,Colombia,Huila,1605,46.31,3.85,2.08,6.2,3.88,Enfermedad
2018,Campoalegre,Huila,6598,78.36,4.04,2.41,5.88,2.65,Enfermedad
2018,Baraya,Huila,1823,58.4,4.78,1.82,9.23,4.51,Enfermedad
2018,Altamira,Huila,865,60.56,3.64,2.1,6.11,4.17,Enfermedad
2018,Algeciras,Huila,5374,84.86,6.66,4.8,10.33,5.04,Enfermedad
2018,Aipe,Huila,3731,46.68,3.57,2.53,4.77,4.56,Enfermedad
2018,Agrado,Huila,2097,80.7,1.08,0.22,2.18,0.84,Enfermedad
2018,Acevedo,Huila,6497,80.02,2.77,1.84,4.51,3.14,Enfermedad
2018,Neiva,Huila,71841,102.91,4.81,3.45,7.2,3.89,Enfermedad
2018,Unión Panamericana,Chocó,1600,48.37,6.38,5.32,7.61,7.24,Enfermedad
2018,Unguía,Chocó,3575,80.22,4.31,3.4,5.93,5.41,Enfermedad
2018,Tadó,Chocó,4717,90.46,2.78,1.62,4.72,3.07,Enfermedad
2018,Sipí,Chocó,948,61.03,3.34,2.24,4.47,2.63,Enfermedad
2018,San José del Palmar,Chocó,1329,68.59,9.58,8.76,7.53,5.56,Enfermedad
2018,Riosucio,Chocó,12701,102.4,5.46,4.68,8.36,4.29,Enfermedad
2018,Río Quito,Chocó,2176,79.73,2.71,1.93,2.11,0.4,Enfermedad
2018,Río Iro,Chocó,1552,47.61,2.61,2.37,4.23,0.85,Enfermedad
2018,Nuquí,Chocó,4843,76.46,1.73,1.86,1.55,0.71,Enfermedad
2018,Nóvita,Chocó,2345,75.62,1.55,0.36,2.97,4.5,Enfermedad
2018,Medio San Juan,Chocó,2769,46.14,3.91,2.79,5.01,3.02,Enfermedad
2018,Medio Baudó,Chocó,4502,64.3,5.48,5.15,7.82,5.33,Enfermedad
2018,Medio Atrato,Chocó,2768,22.05,8.42,6.51,20.4,3.28,Enfermedad
2018,Lloró,Chocó,3014,84.77,1.86,0.91,4.08,4.17,Enfermedad
2018,Juradó,Chocó,2029,114.01,3.66,2.4,5.56,5.83,Enfermedad
2018,Istmina,Chocó,7856,119.46,4.32,4.01,5.17,3.27,Enfermedad
2018,El Litoral del San Juan,Chocó,6754,61.52,3.58,2.93,3.97,7.2,Enfermedad
2018,El Carmen de Atrato,Chocó,1958,48.47,3.53,1.83,5.49,7.63,Enfermedad
2018,Condoto,Chocó,3274,71.89,4.19,3.54,5.61,3.7,Enfermedad
2018,Cértegui,Chocó,1344,43.6,2.04,0.38,1.04,6.52,Enfermedad
2018,Carmen del Darien,Chocó,5396,180.4,4.25,3.93,6.0,6.77,Enfermedad
2018,El Cantón del San Pablo,Chocó,1621,58.2,4.95,4.65,8.09,1.52,Enfermedad
2018,Bojaya,Chocó,3932,122.27,1.83,1.26,3.59,3.81,Enfermedad
2018,Bajo Baudó,Chocó,9262,83.82,4.31,3.49,4.31,4.06,Enfermedad
2018,Bahía Solano,Chocó,2633,106.95,5.77,6.24,4.49,2.49,Enfermedad
2018,Bagadó,Chocó,3393,135.19,0.88,0.49,1.52,2.61,Enfermedad
2018,Atrato,Chocó,1514,44.19,5.67,4.52,8.2,3.37,Enfermedad
2018,Alto Baudo,Chocó,8241,51.91,0.81,0.51,1.83,0.99,Enfermedad
2018,Acandí,Chocó,3585,147.54,8.12,6.77,10.7,2.49,Enfermedad
2018,Quibdó,Chocó,32344,95.71,1.03,0.9,1.25,0.8,Enfermedad
2018,Zipaquirá,Cundinamarca,24044,87.46,4.04,2.04,6.41,3.29,Enfermedad
2018,Zipacón,Cundinamarca,866,55.06,2.86,0.92,4.95,2.8,Enfermedad
2018,Yacopí,Cundinamarca,2269,63.25,1.56,0.77,2.49,2.17,Enfermedad
2018,Viotá,Cundinamarca,2449,100.86,2.96,1.88,3.65,2.62,Enfermedad
2018,Villeta,Cundinamarca,4760,99.26,2.91,2.74,3.18,2.14,Enfermedad
2018,Villapinzón,Cundinamarca,3866,84.27,2.34,0.7,4.2,2.5,Enfermedad
2018,Villagómez,Cundinamarca,334,81.68,3.75,5.0,2.45,5.33,Enfermedad
2018,Vianí,Cundinamarca,781,77.07,4.4,1.74,8.54,4.04,Enfermedad
2018,Vergara,Cundinamarca,1138,62.6,1.99,1.67,3.35,0.69,Enfermedad
2018,Útica,Cundinamarca,675,61.25,0.8,1.69,0.0,0.0,Enfermedad
2018,Une,Cundinamarca,1320,60.02,1.14,1.77,0.66,0.0,Enfermedad
2018,Villa de San Diego de Ubate,Cundinamarca,8801,102.0,2.05,1.46,2.75,1.63,Enfermedad
2018,Ubaque,Cundinamarca,1226,104.0,1.65,1.85,1.43,1.27,Enfermedad
2018,Ubalá,Cundinamarca,1437,69.84,1.53,1.85,1.29,1.94,Enfermedad
2018,Topaipí,Cundinamarca,703,63.7,1.62,0.69,2.37,3.13,Enfermedad
2018,Tocancipá,Cundinamarca,8151,98.63,1.78,1.29,2.08,1.74,Enfermedad
2018,Tocaima,Cundinamarca,2653,63.13,4.67,4.51,5.91,1.47,Enfermedad
2018,Tibirita,Cundinamarca,452,58.55,1.41,1.2,1.08,1.67,Enfermedad
2018,Tibacuy,Cundinamarca,796,75.4,3.09,2.23,3.37,3.6,Enfermedad
2018,Tenjo,Cundinamarca,3998,158.03,4.37,2.71,6.92,4.49,Enfermedad
2018,Tena,Cundinamarca,1684,63.08,2.16,1.26,2.43,2.87,Enfermedad
2018,Tausa,Cundinamarca,1737,78.63,1.28,0.79,1.93,0.94,Enfermedad
2018,Tabio,Cundinamarca,3922,67.15,1.21,1.05,1.45,0.77,Enfermedad
2018,Sutatausa,Cundinamarca,1268,94.3,1.38,0.83,2.65,1.04,Enfermedad
2018,Susa,Cundinamarca,1370,30.29,0.91,0.0,1.96,0.77,Enfermedad
2018,Supatá,Cundinamarca,932,68.95,2.05,2.42,2.15,0.85,Enfermedad
2018,Suesca,Cundinamarca,3504,60.11,3.3,2.47,4.13,2.34,Enfermedad
2018,Subachoque,Cundinamarca,2869,118.5,1.48,1.58,1.19,1.35,Enfermedad
2018,Sopó,Cundinamarca,4646,84.38,1.52,1.18,2.04,1.41,Enfermedad
2018,Soacha,Cundinamarca,130875,100.51,2.2,1.62,2.93,1.76,Enfermedad
2018,Simijaca,Cundinamarca,2817,77.84,1.72,1.54,2.35,0.3,Enfermedad
2018,Silvania,Cundinamarca,4042,87.29,3.1,2.71,4.16,1.43,Enfermedad
2018,Sibaté,Cundinamarca,6335,79.63,2.32,1.42,3.53,1.95,Enfermedad
2018,Sesquilé,Cundinamarca,2277,66.08,1.57,1.37,1.56,0.78,Enfermedad
2018,Sasaima,Cundinamarca,2060,99.9,2.42,2.17,2.5,1.65,Enfermedad
2018,San Juan de Río Seco,Cundinamarca,1483,77.71,2.26,2.25,2.86,1.39,Enfermedad
2018,San Francisco,Cundinamarca,1902,75.63,5.59,6.06,6.37,1.05,Enfermedad
2018,San Cayetano,Cundinamarca,930,71.8,1.73,1.56,1.15,2.11,Enfermedad
2018,San Bernardo,Cundinamarca,1655,76.09,1.84,1.04,2.32,0.95,Enfermedad
2018,San Antonio del Tequendama,Cundinamarca,1974,74.18,3.91,2.12,6.69,2.17,Enfermedad
2018,Ricaurte,Cundinamarca,2304,87.2,4.18,3.4,5.29,4.44,Enfermedad
2018,Apulo,Cundinamarca,1450,72.74,1.59,1.3,2.39,0.69,Enfermedad
2018,Quipile,Cundinamarca,1054,56.96,3.18,1.76,3.96,4.14,Enfermedad
2018,Quetame,Cundinamarca,1077,92.17,1.72,0.62,1.99,2.43,Enfermedad
2018,Quebradanegra,Cundinamarca,769,70.08,1.66,2.08,1.68,0.0,Enfermedad
2018,Pulí,Cundinamarca,622,74.27,1.4,0.89,1.83,1.59,Enfermedad
2018,Puerto Salgar,Cundinamarca,2891,72.76,3.14,3.18,3.28,2.47,Enfermedad
2018,Pasca,Cundinamarca,1831,72.55,1.7,1.54,1.89,1.65,Enfermedad
2018,Paratebueno,Cundinamarca,1911,116.91,2.39,2.44,2.25,1.54,Enfermedad
2018,Pandi,Cundinamarca,905,68.06,1.27,0.79,0.35,4.69,Enfermedad
2018,Paime,Cundinamarca,813,86.4,2.0,1.0,2.35,0.98,Enfermedad
2018,Pacho,Cundinamarca,4580,79.42,4.06,2.57,5.16,4.27,Enfermedad
2018,Venecia,Cundinamarca,780,143.43,1.91,2.03,2.22,0.94,Enfermedad
2018,Nocaima,Cundinamarca,967,69.11,2.79,2.03,2.79,2.03,Enfermedad
2018,Nimaima,Cundinamarca,546,33.97,2.0,1.64,3.3,0.0,Enfermedad
2018,Nilo,Cundinamarca,1405,43.61,3.61,3.13,4.35,3.33,Enfermedad
2018,Nemocón,Cundinamarca,2852,83.92,3.23,2.61,4.38,2.48,Enfermedad
2018,Nariño,Cundinamarca,377,71.99,2.63,0.65,5.26,4.17,Enfermedad
2018,Mosquera,Cundinamarca,24947,132.15,6.2,4.43,8.48,5.3,Enfermedad
2018,Medina,Cundinamarca,1760,68.62,4.57,1.98,7.28,4.03,Enfermedad
2018,Manta,Cundinamarca,528,50.29,0.54,0.0,0.94,0.0,Enfermedad
2018,Madrid,Cundinamarca,21802,105.67,3.82,2.39,5.61,3.77,Enfermedad
2018,Macheta,Cundinamarca,1020,86.49,0.37,0.46,0.23,0.64,Enfermedad
2018,Lenguazaque,Cundinamarca,2172,86.27,1.07,1.14,0.95,1.67,Enfermedad
2018,La Vega,Cundinamarca,3078,105.62,2.38,1.85,2.42,2.36,Enfermedad
2018,La Peña,Cundinamarca,952,63.92,0.55,0.5,0.66,0.67,Enfermedad
2018,La Palma,Cundinamarca,1529,66.37,1.96,1.16,3.28,0.85,Enfermedad
2018,La Mesa,Cundinamarca,5386,84.82,3.34,2.24,4.91,3.07,Enfermedad
2018,La Calera,Cundinamarca,5095,138.37,2.29,1.21,3.52,3.28,Enfermedad
2018,Junín,Cundinamarca,974,53.09,1.48,0.98,2.34,1.41,Enfermedad
2018,Jerusalén,Cundinamarca,376,62.33,0.47,0.0,0.0,0.0,Enfermedad
2018,Gutiérrez,Cundinamarca,696,70.3,3.65,0.66,6.9,3.61,Enfermedad
2018,Guayabetal,Cundinamarca,1295,141.52,1.13,0.16,2.95,0.0,Enfermedad
2018,Guayabal de Siquima,Cundinamarca,774,92.46,3.05,3.31,1.9,1.94,Enfermedad
2018,Guatavita,Cundinamarca,1174,75.72,1.26,0.59,2.05,0.71,Enfermedad
2018,Guataquí,Cundinamarca,469,65.77,2.53,0.6,4.05,3.33,Enfermedad
2018,Guasca,Cundinamarca,2916,85.24,2.19,0.82,3.5,2.46,Enfermedad
2018,Guaduas,Cundinamarca,4727,53.45,2.16,2.0,2.46,1.4,Enfermedad
2018,Guachetá,Cundinamarca,2927,117.45,2.82,1.25,4.76,3.02,Enfermedad
2018,Granada,Cundinamarca,1503,68.94,2.26,2.04,2.44,1.81,Enfermedad
2018,Girardot,Cundinamarca,16797,92.04,4.21,3.44,5.2,3.01,Enfermedad
2018,Gama,Cundinamarca,590,76.97,2.77,0.0,6.25,0.0,Enfermedad
2018,Gachetá,Cundinamarca,1442,66.73,0.99,0.59,0.84,2.39,Enfermedad
2018,Gachancipá,Cundinamarca,3458,70.77,3.94,2.12,7.23,1.8,Enfermedad
2018,Gachala,Cundinamarca,780,54.65,0.84,0.6,0.71,1.42,Enfermedad
2018,Fusagasugá,Cundinamarca,23490,92.81,4.47,3.13,5.8,3.11,Enfermedad
2018,Fúquene,Cundinamarca,905,111.01,1.52,0.73,1.83,1.99,Enfermedad
2018,Funza,Cundinamarca,17176,114.48,3.23,2.27,4.54,2.73,Enfermedad
2018,Fosca,Cundinamarca,1243,67.12,2.77,0.34,6.1,2.34,Enfermedad
2018,Fomeque,Cundinamarca,2268,87.13,2.69,1.04,5.38,1.17,Enfermedad
2018,Facatativá,Cundinamarca,26698,83.96,2.65,1.95,3.2,3.06,Enfermedad
2018,El Rosal,Cundinamarca,4698,101.26,2.94,1.36,5.36,3.09,Enfermedad
2018,El Peñón,Cundinamarca,870,83.29,2.05,1.25,2.7,0.0,Enfermedad
2018,El Colegio,Cundinamarca,4051,98.1,4.14,2.5,6.49,3.29,Enfermedad
2018,Cucunubá,Cundinamarca,1630,75.18,1.97,1.12,2.71,3.18,Enfermedad
2018,Cota,Cundinamarca,6322,239.34,1.9,1.62,2.39,0.94,Enfermedad
2018,Cogua,Cundinamarca,4220,78.42,2.23,1.54,2.94,2.46,Enfermedad
2018,Chocontá,Cundinamarca,4463,70.54,1.63,1.51,2.08,0.69,Enfermedad
2018,Choachí,Cundinamarca,1989,92.83,1.96,1.82,2.22,1.24,Enfermedad
2018,Chipaque,Cundinamarca,1833,83.36,2.07,1.05,2.88,3.89,Enfermedad
2018,Chía,Cundinamarca,22767,103.0,4.81,4.45,5.94,2.22,Enfermedad
2018,Chaguaní,Cundinamarca,694,56.7,1.01,1.36,0.57,0.0,Enfermedad
2018,Carmen de Carupa,Cundinamarca,1527,72.86,1.34,1.09,2.0,1.32,Enfermedad
2018,Caqueza,Cundinamarca,3240,88.19,1.33,0.85,1.56,1.36,Enfermedad
2018,Caparrapí,Cundinamarca,2203,59.57,3.97,3.93,4.14,3.83,Enfermedad
2018,Cajicá,Cundinamarca,15074,106.5,2.44,1.75,3.62,1.9,Enfermedad
2018,Cachipay,Cundinamarca,1733,56.7,2.45,2.85,2.61,0.8,Enfermedad
2018,Cabrera,Cundinamarca,1047,85.23,1.31,0.87,1.72,2.27,Enfermedad
2018,Bojacá,Cundinamarca,2019,61.52,2.2,1.36,2.82,1.71,Enfermedad
2018,Bituima,Cundinamarca,387,67.72,2.76,0.56,4.9,2.27,Enfermedad
2018,Beltrán,Cundinamarca,334,85.47,3.06,2.54,4.03,4.08,Enfermedad
2018,Arbeláez,Cundinamarca,1862,64.33,2.95,2.98,3.02,3.31,Enfermedad
2018,Anolaima,Cundinamarca,2402,107.69,2.82,1.97,3.87,2.31,Enfermedad
2018,Anapoima,Cundinamarca,2476,98.24,4.23,3.11,5.89,3.39,Enfermedad
2018,Albán,Cundinamarca,1140,77.79,3.5,2.8,4.08,1.85,Enfermedad
2018,Agua de Dios,Cundinamarca,1812,86.09,2.79,3.24,2.66,1.69,Enfermedad
2018,Valencia,Córdoba,8434,74.5,2.36,1.98,3.26,1.61,Enfermedad
2018,Tuchín,Córdoba,13843,76.67,0.8,0.86,0.66,0.47,Enfermedad
2018,Tierralta,Córdoba,23900,85.33,2.44,1.9,3.29,3.35,Enfermedad
2018,San Pelayo,Córdoba,9668,81.65,2.71,2.0,3.43,2.98,Enfermedad
2018,San José de Uré,Córdoba,3646,97.84,4.99,3.18,7.26,9.5,Enfermedad
2018,San Carlos,Córdoba,5754,80.34,2.42,1.65,3.28,3.17,Enfermedad
2018,San Bernardo del Viento,Córdoba,8308,84.49,0.98,0.81,0.87,0.98,Enfermedad
2018,San Antero,Córdoba,7544,89.25,1.67,1.02,2.45,2.43,Enfermedad
2018,San Andrés Sotavento,Córdoba,11542,82.2,2.13,1.21,3.31,1.83,Enfermedad
2018,Sahagún,Córdoba,21557,104.43,2.1,1.21,3.04,2.24,Enfermedad
2018,Purísima,Córdoba,3617,92.69,1.28,0.41,2.55,0.98,Enfermedad
2018,Puerto Libertador,Córdoba,10764,71.78,2.93,2.3,4.12,3.28,Enfermedad
2018,Puerto Escondido,Córdoba,5554,63.63,3.15,2.08,4.09,3.06,Enfermedad
2018,Pueblo Nuevo,Córdoba,7926,64.78,1.89,1.62,1.96,1.68,Enfermedad
2018,Planeta Rica,Córdoba,14093,93.2,2.15,1.48,2.42,2.49,Enfermedad
2018,Moñitos,Córdoba,7200,82.46,2.41,1.84,3.37,1.84,Enfermedad
2018,Montelíbano,Córdoba,19862,91.52,1.94,1.13,3.12,2.2,Enfermedad
2018,Momil,Córdoba,4092,97.09,1.16,0.94,1.56,0.44,Enfermedad
2018,Los Córdobas,Córdoba,4390,58.04,1.24,1.28,1.09,1.44,Enfermedad
2018,Lorica,Córdoba,23321,87.56,3.13,2.33,3.98,2.4,Enfermedad
2018,La Apartada,Córdoba,3463,72.77,2.51,2.02,3.73,1.35,Enfermedad
2018,Cotorra,Córdoba,3672,100.82,4.46,2.33,7.79,4.34,Enfermedad
2018,Ciénaga de Oro,Córdoba,12016,78.7,1.27,0.82,1.62,1.25,Enfermedad
2018,Chinú,Córdoba,9011,93.62,1.55,1.12,2.11,1.47,Enfermedad
2018,Chimá,Córdoba,3409,77.04,0.79,0.7,0.91,0.94,Enfermedad
2018,Cereté,Córdoba,20228,98.76,1.67,1.1,1.94,1.07,Enfermedad
2018,Canalete,Córdoba,3663,78.13,2.32,2.15,2.72,2.43,Enfermedad
2018,Buenavista,Córdoba,5010,84.29,2.46,2.97,2.39,0.81,Enfermedad
2018,Ayapel,Córdoba,11746,80.66,1.9,1.49,2.12,2.11,Enfermedad
2018,Montería,Córdoba,99006,98.42,2.54,1.83,3.11,2.34,Enfermedad
2018,Tamalameque,Cesar,3995,112.12,2.26,1.64,3.11,2.24,Enfermedad
2018,San Martín,Cesar,6332,113.05,6.16,5.89,7.62,3.21,Enfermedad
2018,San Diego,Cesar,4510,124.99,4.8,4.97,3.37,2.07,Enfermedad
